<!-- Atlas des flux RSS/ATOM - rubrique politique - langue française - par Saynète http://www.saynete.net - http://atlasflux.saynete.net 22_01_2020 -->
"Régions et Peuples Solidaires";"https://www.federation-rps.org/rss/blog";"politique";"parti";
"République Moderne";"http://republiquemoderne.fr/feed/";"politique";"parti";
"Résistance Inventerre";"https://resistanceinventerre.wordpress.com/feed/";"politique";
"Réveil communiste";"http://www.reveilcommuniste.fr/rss";"politique";
"Révolution permanente";"https://www.revolutionpermanente.fr/spip.php?page=backend";"politique";"parti";
"Radical et Libre";"http://radicallibre.unblog.fr/feed/";"politique";"parti";
"Radio France : Le billet d'Alex Vizorek";"http://radiofrance-podcast.net/podcast09/rss_13158.xml";"politique";
"Radio Laser";"https://www.radiolaser.fr/xml/syndication.rss?t=festival";"politique";"radio";
"Rassemblement National";"https://rassemblementnational.fr/feed/";"politique";"parti";
"Reflets";"https://reflets.info/feeds/public.rss";"politique";
"Regards citoyens";"https://www.regardscitoyens.org/feed/";"politique";"alternatif";
"Regards citoyens : assemblée nationale";"https://raw.githubusercontent.com/RegardsCitoyens/AFP-AN-RSS/master/afp-an.rss";"politique";
"RMC : Président Magnien";"https://podcast.rmc.fr/channel284/RMCInfochannel284.xml";"politique";
"Roger Colombier";"http://www.le-blog-de-roger-colombier.com/rss";"politique";"chroniqueur";
"RTL : François de Rugy";"https://www.rtl.fr/sujet/francois-de-rugy.rss";"politique";"personnalite";
"RTL : Martine Aubry";"https://www.rtl.fr/sujet/martine-aubry.rss";"politique";"personnalite";
"RTL : politique";"https://www.rtl.fr/actu/politique.rss";"politique";"presse";
"RTL : Ségolène Royal";"https://www.rtl.fr/sujet/segolene-royal.rss";"politique";"personnalite";
"Sénat : presse";"http://www.senat.fr/rss/presse.rss";"politique";"institution";
"Sénat : rapports";"http://www.senat.fr/rss/rapports.rss";"politique";"institution";
"Sénat : textes";"http://www.senat.fr/rss/textes.rss";"politique";"institution";
"SNES - Syndicat National des Enseignements de Second degré";"https://www.snes.edu/spip.php?page=backend";"politique";"syndicat";
"SNETAP-FSU - Syndicat National de l'Enseignement Technique Agricole Public - Fédération Syndicale Unitaire";"https://www.snetap-fsu.fr/spip.php?page=backend";"politique";"syndicat";
"SNUipp-FSU de la Corse du Sud";"http://2a.snuipp.fr/spip.php?page=backend";"politique";"syndicat";
"Solidarité et progrès : vidéo";"https://www.youtube.com/feeds/videos.xml?channel_id=UCWiO6cBQrCXLeuVdnO6F2Wg";"politique";"parti";
"Sud Ouest : politique";"https://www.sudouest.fr/politique/rss.xml";"politique";"presse";
"Sylvain Fanti : vidéo";"https://www.youtube.com/feeds/videos.xml?channel_id=UClj52Gl_JmTRPlrdwH3uQwQ";"politique";"personnalite";
"Tamazgha";"http://tamazgha.fr/spip.php?page=backend";"politique";
"The Conversation : gilets jaunes";"https://theconversation.com/fr/topics/gilets-jaunes-62467/articles.atom";"politique";"syndicat";
"Tout Ere Numérique";"https://www.erenumerique.fr/feed";"politique";"informatique";
"UFSE CGT - Union Fédérale des Syndicats de l'Etat";"http://ufsecgt.fr/spip.php?page=backend";"politique";"syndicat";
"Union Démocratique Bretonne";"https://www.udb.bzh/feed/";"politique";"parti";
"Union des Démocrates et Indépendants";"http://parti-udi.fr/feed/";"politique";"parti";
"Union locale CGT Marseille Centre";"http://ulcgtcentremarseille.reference-syndicale.fr/feed/";"politique";"syndicat";
"Union Populaire Républicaine";"https://www.upr.fr/feed/";"politique";"parti";
"Union syndicale Solidaires";"https://solidaires.org/spip.php?page=backend";"politique";"syndicat";
"UNSA - Union Nationale des Syndicats Autonomes  ";"https://www.unsa.org/?page=backend";"politique";"syndicat";
"Unser Land - Le parti alsacien";"https://www.unserland.org/feed/";"politique";"parti";
"Valérie Pécresse : blog ";"http://www.valeriepecresse.fr/feed/";"politique";"personnalite";
"Yahoo : politique";"https://fr.news.yahoo.com/rss/politique";"politique";"presse";
"Yannick Jadot";"http://yannickjadot.fr/feed/";"politique";"vert";
"Zinfos Île de la Réunion";"https://www.zinfos974.com/xml/syndication.rss";"politique";
